commit_message,file_name,change_type,log_node,cdg_nodes,ddg_nodes
"Revert ""[analyzer] Add a modular constraint system to the CloneDetector""

This reverts commit r299544.

Crashes on tests on some buildbots.


git-svn-id: https://llvm.org/svn/llvm-project/cfe/trunk@299550 91177308-0d34-0410-b5e6-96231b3b80d8",lib/Analysis/CloneDetection.cpp,-,"[[1204789, u'True', u'ExpressionStatement', u'assert ( D -> hasBody ( ) )']]","[[1204790, None, u'CallExpression', u'assert ( D -> hasBody ( ) )'], [1204799, None, u'Callee', u'assert'], [1204791, None, u'ArgumentList', u'D -> hasBody ( )'], [1204800, None, u'Identifier', u'assert'], [1204792, None, u'Argument', u'D -> hasBody ( )'], [1204793, None, u'CallExpression', u'D -> hasBody ( )'], [1204795, None, u'Callee', u'D -> hasBody'], [1204794, None, u'ArgumentList', u''], [1204796, None, u'PtrMemberAccess', u'D -> hasBody'], [1204798, None, u'Identifier', u'D'], [1204797, None, u'Identifier', u'hasBody'], [1204789, u'True', u'ExpressionStatement', u'assert ( D -> hasBody ( ) )'], [1204808, u'True', u'CFGEntryNode', u'ENTRY']]","[[1204790, None, u'CallExpression', u'assert ( D -> hasBody ( ) )'], [1204799, None, u'Callee', u'assert'], [1204791, None, u'ArgumentList', u'D -> hasBody ( )'], [1204800, None, u'Identifier', u'assert'], [1204792, None, u'Argument', u'D -> hasBody ( )'], [1204793, None, u'CallExpression', u'D -> hasBody ( )'], [1204795, None, u'Callee', u'D -> hasBody'], [1204794, None, u'ArgumentList', u''], [1204796, None, u'PtrMemberAccess', u'D -> hasBody'], [1204798, None, u'Identifier', u'D'], [1204797, None, u'Identifier', u'hasBody'], [1204789, u'True', u'ExpressionStatement', u'assert ( D -> hasBody ( ) )'], [1204765, None, u'ParameterType', u'const Decl *'], [1204764, None, u'Identifier', u'D'], [1204763, u'True', u'Parameter', u'const Decl * D']]"
"Revert ""[analyzer] Add a modular constraint system to the CloneDetector""

This reverts commit r299544.

Crashes on tests on some buildbots.


git-svn-id: https://llvm.org/svn/llvm-project/cfe/trunk@299550 91177308-0d34-0410-b5e6-96231b3b80d8",lib/Analysis/CloneDetection.cpp,+,"[[1202939, u'True', u'ExpressionStatement', u'assert ( D )']]","[[1202940, None, u'CallExpression', u'assert ( D )'], [1202944, None, u'Callee', u'assert'], [1202941, None, u'ArgumentList', u'D'], [1202945, None, u'Identifier', u'assert'], [1202942, None, u'Argument', u'D'], [1202943, None, u'Identifier', u'D'], [1202939, u'True', u'ExpressionStatement', u'assert ( D )'], [1202946, u'True', u'CFGEntryNode', u'ENTRY']]","[[1202940, None, u'CallExpression', u'assert ( D )'], [1202944, None, u'Callee', u'assert'], [1202941, None, u'ArgumentList', u'D'], [1202945, None, u'Identifier', u'assert'], [1202942, None, u'Argument', u'D'], [1202943, None, u'Identifier', u'D'], [1202939, u'True', u'ExpressionStatement', u'assert ( D )'], [1202896, None, u'ParameterType', u'const Decl *'], [1202895, None, u'Identifier', u'D'], [1202894, u'True', u'Parameter', u'const Decl * D']]"
"Revert ""[analyzer] Add a modular constraint system to the CloneDetector""

This reverts commit r299544.

Crashes on tests on some buildbots.


git-svn-id: https://llvm.org/svn/llvm-project/cfe/trunk@299550 91177308-0d34-0410-b5e6-96231b3b80d8",lib/Analysis/CloneDetection.cpp,+,"[[1202927, u'True', u'ExpressionStatement', u'assert ( D -> hasBody ( ) )']]","[[1202928, None, u'CallExpression', u'assert ( D -> hasBody ( ) )'], [1202937, None, u'Callee', u'assert'], [1202929, None, u'ArgumentList', u'D -> hasBody ( )'], [1202938, None, u'Identifier', u'assert'], [1202930, None, u'Argument', u'D -> hasBody ( )'], [1202931, None, u'CallExpression', u'D -> hasBody ( )'], [1202933, None, u'Callee', u'D -> hasBody'], [1202932, None, u'ArgumentList', u''], [1202934, None, u'PtrMemberAccess', u'D -> hasBody'], [1202936, None, u'Identifier', u'D'], [1202935, None, u'Identifier', u'hasBody'], [1202927, u'True', u'ExpressionStatement', u'assert ( D -> hasBody ( ) )'], [1202946, u'True', u'CFGEntryNode', u'ENTRY']]","[[1202928, None, u'CallExpression', u'assert ( D -> hasBody ( ) )'], [1202937, None, u'Callee', u'assert'], [1202929, None, u'ArgumentList', u'D -> hasBody ( )'], [1202938, None, u'Identifier', u'assert'], [1202930, None, u'Argument', u'D -> hasBody ( )'], [1202931, None, u'CallExpression', u'D -> hasBody ( )'], [1202933, None, u'Callee', u'D -> hasBody'], [1202932, None, u'ArgumentList', u''], [1202934, None, u'PtrMemberAccess', u'D -> hasBody'], [1202936, None, u'Identifier', u'D'], [1202935, None, u'Identifier', u'hasBody'], [1202927, u'True', u'ExpressionStatement', u'assert ( D -> hasBody ( ) )'], [1202896, None, u'ParameterType', u'const Decl *'], [1202895, None, u'Identifier', u'D'], [1202894, u'True', u'Parameter', u'const Decl * D']]"
"[analyzer] Add a modular constraint system to the CloneDetector

A big part of the clone detection code is functionality for filtering clones and
clone groups based on different criteria. So far this filtering process was
hardcoded into the CloneDetector class, which made it hard to understand and,
ultimately, to extend.

This patch splits the CloneDetector's logic into a sequence of reusable
constraints that are used for filtering clone groups. These constraints
can be turned on and off and reodreder at will, and new constraints are easy
to implement if necessary.

Unit tests are added for the new constraint interface.

This is a refactoring patch - no functional change intended.

Patch by Raphael Isemann!

Differential Revision: https://reviews.llvm.org/D23418


git-svn-id: https://llvm.org/svn/llvm-project/cfe/trunk@299544 91177308-0d34-0410-b5e6-96231b3b80d8",lib/Analysis/CloneDetection.cpp,+,"[[1794331, u'True', u'ExpressionStatement', u'assert ( D )'], [1794331, u'True', u'ExpressionStatement', u'assert ( D )']]","[[1794332, None, u'CallExpression', u'assert ( D )'], [1794336, None, u'Callee', u'assert'], [1794333, None, u'ArgumentList', u'D'], [1794337, None, u'Identifier', u'assert'], [1794334, None, u'Argument', u'D'], [1794335, None, u'Identifier', u'D'], [1794331, u'True', u'ExpressionStatement', u'assert ( D )'], [1794338, u'True', u'CFGEntryNode', u'ENTRY'], [1794332, None, u'CallExpression', u'assert ( D )'], [1794336, None, u'Callee', u'assert'], [1794333, None, u'ArgumentList', u'D'], [1794337, None, u'Identifier', u'assert'], [1794334, None, u'Argument', u'D'], [1794335, None, u'Identifier', u'D'], [1794331, u'True', u'ExpressionStatement', u'assert ( D )'], [1794338, u'True', u'CFGEntryNode', u'ENTRY']]","[[1794332, None, u'CallExpression', u'assert ( D )'], [1794336, None, u'Callee', u'assert'], [1794333, None, u'ArgumentList', u'D'], [1794337, None, u'Identifier', u'assert'], [1794334, None, u'Argument', u'D'], [1794335, None, u'Identifier', u'D'], [1794331, u'True', u'ExpressionStatement', u'assert ( D )'], [1794332, None, u'CallExpression', u'assert ( D )'], [1794336, None, u'Callee', u'assert'], [1794333, None, u'ArgumentList', u'D'], [1794337, None, u'Identifier', u'assert'], [1794334, None, u'Argument', u'D'], [1794335, None, u'Identifier', u'D'], [1794331, u'True', u'ExpressionStatement', u'assert ( D )']]"
"[analyzer] Add a modular constraint system to the CloneDetector

A big part of the clone detection code is functionality for filtering clones and
clone groups based on different criteria. So far this filtering process was
hardcoded into the CloneDetector class, which made it hard to understand and,
ultimately, to extend.

This patch splits the CloneDetector's logic into a sequence of reusable
constraints that are used for filtering clone groups. These constraints
can be turned on and off and reodreder at will, and new constraints are easy
to implement if necessary.

Unit tests are added for the new constraint interface.

This is a refactoring patch - no functional change intended.

Patch by Raphael Isemann!

Differential Revision: https://reviews.llvm.org/D23418


git-svn-id: https://llvm.org/svn/llvm-project/cfe/trunk@299544 91177308-0d34-0410-b5e6-96231b3b80d8",lib/Analysis/CloneDetection.cpp,+,"[[1794727, u'True', u'ExpressionStatement', u'assert ( D )']]","[[1794728, None, u'CallExpression', u'assert ( D )'], [1794732, None, u'Callee', u'assert'], [1794729, None, u'ArgumentList', u'D'], [1794733, None, u'Identifier', u'assert'], [1794730, None, u'Argument', u'D'], [1794731, None, u'Identifier', u'D'], [1794727, u'True', u'ExpressionStatement', u'assert ( D )'], [1794734, u'True', u'CFGEntryNode', u'ENTRY']]","[[1794728, None, u'CallExpression', u'assert ( D )'], [1794732, None, u'Callee', u'assert'], [1794729, None, u'ArgumentList', u'D'], [1794733, None, u'Identifier', u'assert'], [1794730, None, u'Argument', u'D'], [1794731, None, u'Identifier', u'D'], [1794727, u'True', u'ExpressionStatement', u'assert ( D )'], [1794691, None, u'ParameterType', u'const Decl *'], [1794690, None, u'Identifier', u'D'], [1794689, u'True', u'Parameter', u'const Decl * D']]"
"[analyzer] Add a modular constraint system to the CloneDetector

A big part of the clone detection code is functionality for filtering clones and
clone groups based on different criteria. So far this filtering process was
hardcoded into the CloneDetector class, which made it hard to understand and,
ultimately, to extend.

This patch splits the CloneDetector's logic into a sequence of reusable
constraints that are used for filtering clone groups. These constraints
can be turned on and off and reodreder at will, and new constraints are easy
to implement if necessary.

Unit tests are added for the new constraint interface.

This is a refactoring patch - no functional change intended.

Patch by Raphael Isemann!

Differential Revision: https://reviews.llvm.org/D23418


git-svn-id: https://llvm.org/svn/llvm-project/cfe/trunk@299544 91177308-0d34-0410-b5e6-96231b3b80d8",lib/Analysis/CloneDetection.cpp,+,"[[1794715, u'True', u'ExpressionStatement', u'assert ( D -> hasBody ( ) )']]","[[1794716, None, u'CallExpression', u'assert ( D -> hasBody ( ) )'], [1794725, None, u'Callee', u'assert'], [1794717, None, u'ArgumentList', u'D -> hasBody ( )'], [1794726, None, u'Identifier', u'assert'], [1794718, None, u'Argument', u'D -> hasBody ( )'], [1794719, None, u'CallExpression', u'D -> hasBody ( )'], [1794721, None, u'Callee', u'D -> hasBody'], [1794720, None, u'ArgumentList', u''], [1794722, None, u'PtrMemberAccess', u'D -> hasBody'], [1794724, None, u'Identifier', u'D'], [1794723, None, u'Identifier', u'hasBody'], [1794715, u'True', u'ExpressionStatement', u'assert ( D -> hasBody ( ) )'], [1794734, u'True', u'CFGEntryNode', u'ENTRY']]","[[1794716, None, u'CallExpression', u'assert ( D -> hasBody ( ) )'], [1794725, None, u'Callee', u'assert'], [1794717, None, u'ArgumentList', u'D -> hasBody ( )'], [1794726, None, u'Identifier', u'assert'], [1794718, None, u'Argument', u'D -> hasBody ( )'], [1794719, None, u'CallExpression', u'D -> hasBody ( )'], [1794721, None, u'Callee', u'D -> hasBody'], [1794720, None, u'ArgumentList', u''], [1794722, None, u'PtrMemberAccess', u'D -> hasBody'], [1794724, None, u'Identifier', u'D'], [1794723, None, u'Identifier', u'hasBody'], [1794715, u'True', u'ExpressionStatement', u'assert ( D -> hasBody ( ) )'], [1794691, None, u'ParameterType', u'const Decl *'], [1794690, None, u'Identifier', u'D'], [1794689, u'True', u'Parameter', u'const Decl * D']]"
"[analyzer] Add a modular constraint system to the CloneDetector

A big part of the clone detection code is functionality for filtering clones and
clone groups based on different criteria. So far this filtering process was
hardcoded into the CloneDetector class, which made it hard to understand and,
ultimately, to extend.

This patch splits the CloneDetector's logic into a sequence of reusable
constraints that are used for filtering clone groups. These constraints
can be turned on and off and reodreder at will, and new constraints are easy
to implement if necessary.

Unit tests are added for the new constraint interface.

This is a refactoring patch - no functional change intended.

Patch by Raphael Isemann!

Differential Revision: https://reviews.llvm.org/D23418


git-svn-id: https://llvm.org/svn/llvm-project/cfe/trunk@299544 91177308-0d34-0410-b5e6-96231b3b80d8",lib/Analysis/CloneDetection.cpp,-,"[[1797947, u'True', u'ExpressionStatement', u'assert ( D )']]","[[1797948, None, u'CallExpression', u'assert ( D )'], [1797952, None, u'Callee', u'assert'], [1797949, None, u'ArgumentList', u'D'], [1797953, None, u'Identifier', u'assert'], [1797950, None, u'Argument', u'D'], [1797951, None, u'Identifier', u'D'], [1797947, u'True', u'ExpressionStatement', u'assert ( D )'], [1797954, u'True', u'CFGEntryNode', u'ENTRY']]","[[1797948, None, u'CallExpression', u'assert ( D )'], [1797952, None, u'Callee', u'assert'], [1797949, None, u'ArgumentList', u'D'], [1797953, None, u'Identifier', u'assert'], [1797950, None, u'Argument', u'D'], [1797951, None, u'Identifier', u'D'], [1797947, u'True', u'ExpressionStatement', u'assert ( D )'], [1797904, None, u'ParameterType', u'const Decl *'], [1797903, None, u'Identifier', u'D'], [1797902, u'True', u'Parameter', u'const Decl * D']]"
"[analyzer] Add a modular constraint system to the CloneDetector

A big part of the clone detection code is functionality for filtering clones and
clone groups based on different criteria. So far this filtering process was
hardcoded into the CloneDetector class, which made it hard to understand and,
ultimately, to extend.

This patch splits the CloneDetector's logic into a sequence of reusable
constraints that are used for filtering clone groups. These constraints
can be turned on and off and reodreder at will, and new constraints are easy
to implement if necessary.

Unit tests are added for the new constraint interface.

This is a refactoring patch - no functional change intended.

Patch by Raphael Isemann!

Differential Revision: https://reviews.llvm.org/D23418


git-svn-id: https://llvm.org/svn/llvm-project/cfe/trunk@299544 91177308-0d34-0410-b5e6-96231b3b80d8",lib/Analysis/CloneDetection.cpp,-,"[[1797935, u'True', u'ExpressionStatement', u'assert ( D -> hasBody ( ) )']]","[[1797936, None, u'CallExpression', u'assert ( D -> hasBody ( ) )'], [1797945, None, u'Callee', u'assert'], [1797937, None, u'ArgumentList', u'D -> hasBody ( )'], [1797946, None, u'Identifier', u'assert'], [1797938, None, u'Argument', u'D -> hasBody ( )'], [1797939, None, u'CallExpression', u'D -> hasBody ( )'], [1797941, None, u'Callee', u'D -> hasBody'], [1797940, None, u'ArgumentList', u''], [1797942, None, u'PtrMemberAccess', u'D -> hasBody'], [1797944, None, u'Identifier', u'D'], [1797943, None, u'Identifier', u'hasBody'], [1797935, u'True', u'ExpressionStatement', u'assert ( D -> hasBody ( ) )'], [1797954, u'True', u'CFGEntryNode', u'ENTRY']]","[[1797936, None, u'CallExpression', u'assert ( D -> hasBody ( ) )'], [1797945, None, u'Callee', u'assert'], [1797937, None, u'ArgumentList', u'D -> hasBody ( )'], [1797946, None, u'Identifier', u'assert'], [1797938, None, u'Argument', u'D -> hasBody ( )'], [1797939, None, u'CallExpression', u'D -> hasBody ( )'], [1797941, None, u'Callee', u'D -> hasBody'], [1797940, None, u'ArgumentList', u''], [1797942, None, u'PtrMemberAccess', u'D -> hasBody'], [1797944, None, u'Identifier', u'D'], [1797943, None, u'Identifier', u'hasBody'], [1797935, u'True', u'ExpressionStatement', u'assert ( D -> hasBody ( ) )'], [1797904, None, u'ParameterType', u'const Decl *'], [1797903, None, u'Identifier', u'D'], [1797902, u'True', u'Parameter', u'const Decl * D']]"
"[analyzer] Add a modular constraint system to the CloneDetector

A big part of the clone detection code is functionality for filtering clones and
clone groups based on different criteria. So far this filtering process was
hardcoded into the CloneDetector class, which made it hard to understand and,
ultimately, to extend.

This patch splits the CloneDetector's logic into a sequence of reusable
constraints that are used for filtering clone groups. These constraints
can be turned on and off and reodreder at will, and new constraints are easy
to implement if necessary.

Unit tests are added for the new constraint interface.

This is a refactoring patch - no functional change intended.

Patch by Raphael Isemann!

Differential Revision: https://reviews.llvm.org/D23418


git-svn-id: https://llvm.org/svn/llvm-project/cfe/trunk@299544 91177308-0d34-0410-b5e6-96231b3b80d8",lib/Analysis/CloneDetection.cpp,-,"[[1798793, u'True', u'IdentifierDeclStatement', u'VariablePattern PatternB ( B ) ;']]","[[1798794, None, u'IdentifierDecl', u'PatternB ( B )'], [1798797, None, u'IdentifierDeclType', u'VariablePattern'], [1798796, None, u'Identifier', u'PatternB'], [1798795, None, u'Identifier', u'B'], [1798793, u'True', u'IdentifierDeclStatement', u'VariablePattern PatternB ( B ) ;'], [1798822, u'True', u'CFGEntryNode', u'ENTRY']]","[[1798794, None, u'IdentifierDecl', u'PatternB ( B )'], [1798797, None, u'IdentifierDeclType', u'VariablePattern'], [1798796, None, u'Identifier', u'PatternB'], [1798795, None, u'Identifier', u'B'], [1798793, u'True', u'IdentifierDeclStatement', u'VariablePattern PatternB ( B ) ;']]"
"[analyzer] Add a modular constraint system to the CloneDetector

A big part of the clone detection code is functionality for filtering clones and
clone groups based on different criteria. So far this filtering process was
hardcoded into the CloneDetector class, which made it hard to understand and,
ultimately, to extend.

This patch splits the CloneDetector's logic into a sequence of reusable
constraints that are used for filtering clone groups. These constraints
can be turned on and off and reodreder at will, and new constraints are easy
to implement if necessary.

Unit tests are added for the new constraint interface.

This is a refactoring patch - no functional change intended.

Patch by Raphael Isemann!

Differential Revision: https://reviews.llvm.org/D23418


git-svn-id: https://llvm.org/svn/llvm-project/cfe/trunk@299544 91177308-0d34-0410-b5e6-96231b3b80d8",lib/Analysis/CloneDetection.cpp,+,"[[1795835, u'True', u'Statement', u'::'], [1795837, u'True', u'Statement', u'('], [1795825, u'True', u'Statement', u'.'], [1795827, u'True', u'Statement', u','], [1795833, u'True', u'Statement', u'('], [1795834, u'True', u'Statement', u'all_of'], [1795823, u'True', u'Statement', u'('], [1795822, u'True', u'Statement', u')'], [1795824, u'True', u'Statement', u'end'], [1795826, u'True', u'Statement', u'Indexes'], [1795831, u'True', u'Statement', u'.'], [1795832, u'True', u'Statement', u'Indexes'], [1795821, u'True', u'Statement', u','], [1795836, u'True', u'Statement', u'std'], [1795828, u'True', u'Statement', u')'], [1795838, u'True', u'Statement', u'assert'], [1795829, u'True', u'Statement', u'('], [1795830, u'True', u'Statement', u'begin']]","[[1795835, u'True', u'Statement', u'::'], [1795996, u'True', u'CFGEntryNode', u'ENTRY'], [1795837, u'True', u'Statement', u'('], [1795996, u'True', u'CFGEntryNode', u'ENTRY'], [1795825, u'True', u'Statement', u'.'], [1795996, u'True', u'CFGEntryNode', u'ENTRY'], [1795827, u'True', u'Statement', u','], [1795996, u'True', u'CFGEntryNode', u'ENTRY'], [1795833, u'True', u'Statement', u'('], [1795996, u'True', u'CFGEntryNode', u'ENTRY'], [1795834, u'True', u'Statement', u'all_of'], [1795996, u'True', u'CFGEntryNode', u'ENTRY'], [1795823, u'True', u'Statement', u'('], [1795996, u'True', u'CFGEntryNode', u'ENTRY'], [1795822, u'True', u'Statement', u')'], [1795996, u'True', u'CFGEntryNode', u'ENTRY'], [1795824, u'True', u'Statement', u'end'], [1795996, u'True', u'CFGEntryNode', u'ENTRY'], [1795826, u'True', u'Statement', u'Indexes'], [1795996, u'True', u'CFGEntryNode', u'ENTRY'], [1795831, u'True', u'Statement', u'.'], [1795996, u'True', u'CFGEntryNode', u'ENTRY'], [1795832, u'True', u'Statement', u'Indexes'], [1795996, u'True', u'CFGEntryNode', u'ENTRY'], [1795821, u'True', u'Statement', u','], [1795996, u'True', u'CFGEntryNode', u'ENTRY'], [1795836, u'True', u'Statement', u'std'], [1795996, u'True', u'CFGEntryNode', u'ENTRY'], [1795828, u'True', u'Statement', u')'], [1795996, u'True', u'CFGEntryNode', u'ENTRY'], [1795838, u'True', u'Statement', u'assert'], [1795996, u'True', u'CFGEntryNode', u'ENTRY'], [1795829, u'True', u'Statement', u'('], [1795996, u'True', u'CFGEntryNode', u'ENTRY'], [1795830, u'True', u'Statement', u'begin'], [1795996, u'True', u'CFGEntryNode', u'ENTRY']]","[[1795835, u'True', u'Statement', u'::'], [1795837, u'True', u'Statement', u'('], [1795825, u'True', u'Statement', u'.'], [1795827, u'True', u'Statement', u','], [1795833, u'True', u'Statement', u'('], [1795834, u'True', u'Statement', u'all_of'], [1795823, u'True', u'Statement', u'('], [1795822, u'True', u'Statement', u')'], [1795824, u'True', u'Statement', u'end'], [1795826, u'True', u'Statement', u'Indexes'], [1795831, u'True', u'Statement', u'.'], [1795832, u'True', u'Statement', u'Indexes'], [1795821, u'True', u'Statement', u','], [1795836, u'True', u'Statement', u'std'], [1795828, u'True', u'Statement', u')'], [1795838, u'True', u'Statement', u'assert'], [1795829, u'True', u'Statement', u'('], [1795830, u'True', u'Statement', u'begin']]"
"[analyzer] Add a modular constraint system to the CloneDetector

A big part of the clone detection code is functionality for filtering clones and
clone groups based on different criteria. So far this filtering process was
hardcoded into the CloneDetector class, which made it hard to understand and,
ultimately, to extend.

This patch splits the CloneDetector's logic into a sequence of reusable
constraints that are used for filtering clone groups. These constraints
can be turned on and off and reodreder at will, and new constraints are easy
to implement if necessary.

Unit tests are added for the new constraint interface.

This is a refactoring patch - no functional change intended.

Patch by Raphael Isemann!

Differential Revision: https://reviews.llvm.org/D23418


git-svn-id: https://llvm.org/svn/llvm-project/cfe/trunk@299544 91177308-0d34-0410-b5e6-96231b3b80d8",lib/Analysis/CloneDetection.cpp,+,"[[1796399, u'True', u'ExpressionStatement', u'assert ( Other . Occurences . size ( ) == Occurences . size ( ) )']]","[[1796400, None, u'CallExpression', u'assert ( Other . Occurences . size ( ) == Occurences . size ( ) )'], [1796418, None, u'Callee', u'assert'], [1796401, None, u'ArgumentList', u'Other . Occurences . size ( ) == Occurences . size ( )'], [1796419, None, u'Identifier', u'assert'], [1796402, None, u'Argument', u'Other . Occurences . size ( ) == Occurences . size ( )'], [1796403, None, u'EqualityExpression', u'Other . Occurences . size ( ) == Occurences . size ( )'], [1796410, None, u'CallExpression', u'Other . Occurences . size ( )'], [1796404, None, u'CallExpression', u'Occurences . size ( )'], [1796412, None, u'Callee', u'Other . Occurences . size'], [1796411, None, u'ArgumentList', u''], [1796406, None, u'Callee', u'Occurences . size'], [1796405, None, u'ArgumentList', u''], [1796413, None, u'MemberAccess', u'Other . Occurences . size'], [1796407, None, u'MemberAccess', u'Occurences . size'], [1796415, None, u'MemberAccess', u'Other . Occurences'], [1796414, None, u'Identifier', u'size'], [1796409, None, u'Identifier', u'Occurences'], [1796408, None, u'Identifier', u'size'], [1796417, None, u'Identifier', u'Other'], [1796416, None, u'Identifier', u'Occurences'], [1796399, u'True', u'ExpressionStatement', u'assert ( Other . Occurences . size ( ) == Occurences . size ( ) )'], [1796427, u'True', u'CFGEntryNode', u'ENTRY']]","[[1796400, None, u'CallExpression', u'assert ( Other . Occurences . size ( ) == Occurences . size ( ) )'], [1796418, None, u'Callee', u'assert'], [1796401, None, u'ArgumentList', u'Other . Occurences . size ( ) == Occurences . size ( )'], [1796419, None, u'Identifier', u'assert'], [1796402, None, u'Argument', u'Other . Occurences . size ( ) == Occurences . size ( )'], [1796403, None, u'EqualityExpression', u'Other . Occurences . size ( ) == Occurences . size ( )'], [1796410, None, u'CallExpression', u'Other . Occurences . size ( )'], [1796404, None, u'CallExpression', u'Occurences . size ( )'], [1796412, None, u'Callee', u'Other . Occurences . size'], [1796411, None, u'ArgumentList', u''], [1796406, None, u'Callee', u'Occurences . size'], [1796405, None, u'ArgumentList', u''], [1796413, None, u'MemberAccess', u'Other . Occurences . size'], [1796407, None, u'MemberAccess', u'Occurences . size'], [1796415, None, u'MemberAccess', u'Other . Occurences'], [1796414, None, u'Identifier', u'size'], [1796409, None, u'Identifier', u'Occurences'], [1796408, None, u'Identifier', u'size'], [1796417, None, u'Identifier', u'Other'], [1796416, None, u'Identifier', u'Occurences'], [1796399, u'True', u'ExpressionStatement', u'assert ( Other . Occurences . size ( ) == Occurences . size ( ) )'], [1796195, None, u'ParameterType', u'const VariablePattern &'], [1796194, None, u'Identifier', u'Other'], [1796193, u'True', u'Parameter', u'const VariablePattern & Other']]"
