commit_message,file_name,change_type,log_node,cdg_nodes,neighbor_nodes,condition_lists,store_name,log_loc,cluster_index
Merge pull request #8533 from adrian-prantl/28311051,lib/IRGen/IRGenDebugInfo.cpp,+,"[""505837"", ""True"", ""ExpressionStatement"", ""L = getDebugLoc ( * this , Decl )""]","[[[""case TypeKind :: ProtocolComposition""], [506715, ""True"", ""BaseTy -> getKind ( )"", ""Condition""]], [[], [506794, ""True"", ""! BaseTy"", ""Condition""]]]","[["""", [505850, ""True"", ""auto"", ""Statement""]], ["""", [505851, ""True"", ""* Decl = DbgTy . getDecl ( )"", ""ExpressionStatement""]], ["""", [505862, ""True"", ""auto"", ""Statement""]], ["""", [505863, ""True"", ""case TypeKind :: ProtocolComposition :"", ""Label""]]]","[[[""BaseTy -> getKind ( )"", ""TypeKind :: ProtocolComposition"", ""==""]], [[""!"", ""TypeBase *"", null]], [[""*"", ""Decl"", null, ""DbgTy . getDecl"", ""=""]], [[""*"", ""Decl"", null, ""DbgTy . getDecl"", ""=""]], [[""*"", ""Decl"", null, ""DbgTy . getDecl"", ""=""]], [[""*"", ""Decl"", null, ""DbgTy . getDecl"", ""=""]], [[""*"", ""Decl"", null, ""DbgTy . getDecl"", ""=""]], [[""TypeKind :: ProtocolComposition""]]]",/data/download/swift/apple_swift29_new.cpp,1547,39
Merge pull request #8533 from adrian-prantl/28311051,lib/IRGen/IRGenDebugInfo.cpp,-,"[""517534"", ""True"", ""ExpressionStatement"", ""L = getDebugLoc ( SM , Decl )""]","[[[""case TypeKind :: UnboundGeneric""], [518488, ""True"", ""BaseTy -> getKind ( )"", ""Condition""]], [[], [518567, ""True"", ""! BaseTy"", ""Condition""]]]","[["""", [517545, ""True"", ""auto"", ""Statement""]], ["""", [517546, ""True"", ""* Decl = UnboundTy -> getDecl ( )"", ""ExpressionStatement""]], ["""", [517557, ""True"", ""auto"", ""Statement""]], ["""", [517558, ""True"", """", ""ExpressionStatement""]]]","[[[""BaseTy -> getKind ( )"", ""TypeKind :: UnboundGeneric"", ""==""]], [[""!"", ""TypeBase *"", null]], [[""*"", ""Decl"", null, ""UnboundTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""UnboundTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""UnboundTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""UnboundTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""UnboundTy -> getDecl"", ""=""]]]",/data/download/swift/apple_swift29_old.cpp,1556,90
Merge pull request #8533 from adrian-prantl/28311051,lib/IRGen/IRGenDebugInfo.cpp,+,"[""505751"", ""True"", ""ExpressionStatement"", ""L = getDebugLoc ( * this , Decl )""]","[[[""case TypeKind :: UnboundGeneric""], [506715, ""True"", ""BaseTy -> getKind ( )"", ""Condition""]], [[], [506794, ""True"", ""! BaseTy"", ""Condition""]]]","[["""", [505764, ""True"", ""auto"", ""Statement""]], ["""", [505765, ""True"", ""* Decl = UnboundTy -> getDecl ( )"", ""ExpressionStatement""]], ["""", [505776, ""True"", ""auto"", ""Statement""]], ["""", [505777, ""True"", """", ""ExpressionStatement""]]]","[[[""BaseTy -> getKind ( )"", ""TypeKind :: UnboundGeneric"", ""==""]], [[""!"", ""TypeBase *"", null]], [[""*"", ""Decl"", null, ""UnboundTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""UnboundTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""UnboundTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""UnboundTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""UnboundTy -> getDecl"", ""=""]]]",/data/download/swift/apple_swift29_new.cpp,1560,90
Merge pull request #8533 from adrian-prantl/28311051,lib/IRGen/IRGenDebugInfo.cpp,-,"[""517445"", ""True"", ""ExpressionStatement"", ""L = getDebugLoc ( SM , Decl )""]","[[[""case TypeKind :: BoundGenericStruct""], [518488, ""True"", ""BaseTy -> getKind ( )"", ""Condition""]], [[], [518567, ""True"", ""! BaseTy"", ""Condition""]]]","[["""", [517456, ""True"", ""auto"", ""Statement""]], ["""", [517457, ""True"", ""* Decl = StructTy -> getDecl ( )"", ""ExpressionStatement""]], ["""", [517468, ""True"", ""auto"", ""Statement""]], ["""", [517469, ""True"", """", ""ExpressionStatement""]]]","[[[""BaseTy -> getKind ( )"", ""TypeKind :: BoundGenericStruct"", ""==""]], [[""!"", ""TypeBase *"", null]], [[""*"", ""Decl"", null, ""StructTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""StructTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""StructTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""StructTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""StructTy -> getDecl"", ""=""]]]",/data/download/swift/apple_swift29_old.cpp,1566,90
Merge pull request #8533 from adrian-prantl/28311051,lib/IRGen/IRGenDebugInfo.cpp,+,"[""505660"", ""True"", ""ExpressionStatement"", ""L = getDebugLoc ( * this , Decl )""]","[[[""case TypeKind :: BoundGenericStruct""], [506715, ""True"", ""BaseTy -> getKind ( )"", ""Condition""]], [[], [506794, ""True"", ""! BaseTy"", ""Condition""]]]","[["""", [505673, ""True"", ""auto"", ""Statement""]], ["""", [505674, ""True"", ""* Decl = StructTy -> getDecl ( )"", ""ExpressionStatement""]], ["""", [505685, ""True"", ""auto"", ""Statement""]], ["""", [505686, ""True"", """", ""ExpressionStatement""]]]","[[[""BaseTy -> getKind ( )"", ""TypeKind :: BoundGenericStruct"", ""==""]], [[""!"", ""TypeBase *"", null]], [[""*"", ""Decl"", null, ""StructTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""StructTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""StructTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""StructTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""StructTy -> getDecl"", ""=""]]]",/data/download/swift/apple_swift29_new.cpp,1570,90
Merge pull request #8533 from adrian-prantl/28311051,lib/IRGen/IRGenDebugInfo.cpp,-,"[""517373"", ""True"", ""ExpressionStatement"", ""L = getDebugLoc ( SM , Decl )""]","[[[""case TypeKind :: BoundGenericClass""], [518488, ""True"", ""BaseTy -> getKind ( )"", ""Condition""]], [[], [518567, ""True"", ""! BaseTy"", ""Condition""]]]","[["""", [517384, ""True"", ""auto"", ""Statement""]], ["""", [517385, ""True"", ""* Decl = ClassTy -> getDecl ( )"", ""ExpressionStatement""]], ["""", [517396, ""True"", ""auto"", ""Statement""]], ["""", [517397, ""True"", """", ""ExpressionStatement""]]]","[[[""BaseTy -> getKind ( )"", ""TypeKind :: BoundGenericClass"", ""==""]], [[""!"", ""TypeBase *"", null]], [[""*"", ""Decl"", null, ""ClassTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""ClassTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""ClassTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""ClassTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""ClassTy -> getDecl"", ""=""]]]",/data/download/swift/apple_swift29_old.cpp,1575,90
Merge pull request #8533 from adrian-prantl/28311051,lib/IRGen/IRGenDebugInfo.cpp,+,"[""505586"", ""True"", ""ExpressionStatement"", ""L = getDebugLoc ( * this , Decl )""]","[[[""case TypeKind :: BoundGenericClass""], [506715, ""True"", ""BaseTy -> getKind ( )"", ""Condition""]], [[], [506794, ""True"", ""! BaseTy"", ""Condition""]]]","[["""", [505599, ""True"", ""auto"", ""Statement""]], ["""", [505600, ""True"", ""* Decl = ClassTy -> getDecl ( )"", ""ExpressionStatement""]], ["""", [505611, ""True"", ""auto"", ""Statement""]], ["""", [505612, ""True"", """", ""ExpressionStatement""]]]","[[[""BaseTy -> getKind ( )"", ""TypeKind :: BoundGenericClass"", ""==""]], [[""!"", ""TypeBase *"", null]], [[""*"", ""Decl"", null, ""ClassTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""ClassTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""ClassTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""ClassTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""ClassTy -> getDecl"", ""=""]]]",/data/download/swift/apple_swift29_new.cpp,1579,90
Merge pull request #8533 from adrian-prantl/28311051,lib/IRGen/IRGenDebugInfo.cpp,-,"[""517161"", ""True"", ""ExpressionStatement"", ""L = getDebugLoc ( SM , Archetype -> getAssocType ( ) )""]","[[[""case TypeKind :: Archetype""], [518488, ""True"", ""BaseTy -> getKind ( )"", ""Condition""]], [[], [518567, ""True"", ""! BaseTy"", ""Condition""]]]","[["""", [517177, ""True"", ""auto"", ""Statement""]], ["""", [517178, ""True"", """", ""ExpressionStatement""]], ["""", [517179, ""True"", "")"", ""Statement""]], ["""", [517180, ""True"", ""("", ""Statement""]]]","[[[""BaseTy -> getKind ( )"", ""TypeKind :: Archetype"", ""==""]], [[""!"", ""TypeBase *"", null]]]",/data/download/swift/apple_swift29_old.cpp,1611,61
Merge pull request #8533 from adrian-prantl/28311051,lib/IRGen/IRGenDebugInfo.cpp,+,"[""505372"", ""True"", ""ExpressionStatement"", ""L = getDebugLoc ( * this , Archetype -> getAssocType ( ) )""]","[[[""case TypeKind :: Archetype""], [506715, ""True"", ""BaseTy -> getKind ( )"", ""Condition""]], [[], [506794, ""True"", ""! BaseTy"", ""Condition""]]]","[["""", [505390, ""True"", ""auto"", ""Statement""]], ["""", [505391, ""True"", """", ""ExpressionStatement""]], ["""", [505392, ""True"", "")"", ""Statement""]], ["""", [505393, ""True"", ""("", ""Statement""]]]","[[[""BaseTy -> getKind ( )"", ""TypeKind :: Archetype"", ""==""]], [[""!"", ""TypeBase *"", null]]]",/data/download/swift/apple_swift29_new.cpp,1615,61
Merge pull request #8533 from adrian-prantl/28311051,lib/IRGen/IRGenDebugInfo.cpp,-,"[""516892"", ""True"", ""ExpressionStatement"", ""L = getDebugLoc ( SM , DbgTy . getDecl ( ) )""]","[[[""case TypeKind :: Metatype"", ""case TypeKind :: ExistentialMetatype""], [518488, ""True"", ""BaseTy -> getKind ( )"", ""Condition""]], [[], [518567, ""True"", ""! BaseTy"", ""Condition""]]]","[["""", [516908, ""True"", ""auto"", ""Statement""]], ["""", [516909, ""True"", ""Flags |= llvm :: DINode :: FlagArtificial"", ""ExpressionStatement""]], ["""", [516913, ""True"", ""case TypeKind :: Metatype :"", ""Label""]], ["""", [516915, ""True"", ""case TypeKind :: ExistentialMetatype :"", ""Label""]]]","[[[null]], [[""!"", ""TypeBase *"", null]], [[""llvm :: DINode :: DIFlags"", ""llvm :: DINode :: FlagArtificial"", ""|=""]], [[""llvm :: DINode :: DIFlags"", ""llvm :: DINode :: FlagArtificial"", ""|=""]], [[""llvm :: DINode :: DIFlags"", ""llvm :: DINode :: FlagArtificial"", ""|=""]], [[""TypeKind :: Metatype""]], [[""TypeKind :: ExistentialMetatype""]]]",/data/download/swift/apple_swift29_old.cpp,1648,34
Merge pull request #8533 from adrian-prantl/28311051,lib/IRGen/IRGenDebugInfo.cpp,+,"[""505101"", ""True"", ""ExpressionStatement"", ""L = getDebugLoc ( * this , DbgTy . getDecl ( ) )""]","[[[""case TypeKind :: Metatype"", ""case TypeKind :: ExistentialMetatype""], [506715, ""True"", ""BaseTy -> getKind ( )"", ""Condition""]], [[], [506794, ""True"", ""! BaseTy"", ""Condition""]]]","[["""", [505119, ""True"", ""auto"", ""Statement""]], ["""", [505120, ""True"", ""Flags |= llvm :: DINode :: FlagArtificial"", ""ExpressionStatement""]], ["""", [505124, ""True"", ""case TypeKind :: Metatype :"", ""Label""]], ["""", [505126, ""True"", ""case TypeKind :: ExistentialMetatype :"", ""Label""]]]","[[[null]], [[""!"", ""TypeBase *"", null]], [[""llvm :: DINode :: DIFlags"", ""llvm :: DINode :: FlagArtificial"", ""|=""]], [[""llvm :: DINode :: DIFlags"", ""llvm :: DINode :: FlagArtificial"", ""|=""]], [[""llvm :: DINode :: DIFlags"", ""llvm :: DINode :: FlagArtificial"", ""|=""]], [[""TypeKind :: Metatype""]], [[""TypeKind :: ExistentialMetatype""]]]",/data/download/swift/apple_swift29_new.cpp,1652,34
Merge pull request #8533 from adrian-prantl/28311051,lib/IRGen/IRGenDebugInfo.cpp,-,"[""516754"", ""True"", ""ExpressionStatement"", ""L = getDebugLoc ( SM , Decl )""]","[[[""case TypeKind :: Enum""], [518488, ""True"", ""BaseTy -> getKind ( )"", ""Condition""]], [[], [518567, ""True"", ""! BaseTy"", ""Condition""]]]","[["""", [516765, ""True"", ""auto"", ""Statement""]], ["""", [516766, ""True"", ""* Decl = EnumTy -> getDecl ( )"", ""ExpressionStatement""]], ["""", [516777, ""True"", ""auto"", ""Statement""]], ["""", [516778, ""True"", """", ""ExpressionStatement""]]]","[[[""BaseTy -> getKind ( )"", ""TypeKind :: Enum"", ""==""]], [[""!"", ""TypeBase *"", null]], [[""*"", ""Decl"", null, ""EnumTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""EnumTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""EnumTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""EnumTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""EnumTy -> getDecl"", ""=""]]]",/data/download/swift/apple_swift29_old.cpp,1670,90
Merge pull request #8533 from adrian-prantl/28311051,lib/IRGen/IRGenDebugInfo.cpp,+,"[""504961"", ""True"", ""ExpressionStatement"", ""L = getDebugLoc ( * this , Decl )""]","[[[""case TypeKind :: Enum""], [506715, ""True"", ""BaseTy -> getKind ( )"", ""Condition""]], [[], [506794, ""True"", ""! BaseTy"", ""Condition""]]]","[["""", [504974, ""True"", ""auto"", ""Statement""]], ["""", [504975, ""True"", ""* Decl = EnumTy -> getDecl ( )"", ""ExpressionStatement""]], ["""", [504986, ""True"", ""auto"", ""Statement""]], ["""", [504987, ""True"", """", ""ExpressionStatement""]]]","[[[""BaseTy -> getKind ( )"", ""TypeKind :: Enum"", ""==""]], [[""!"", ""TypeBase *"", null]], [[""*"", ""Decl"", null, ""EnumTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""EnumTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""EnumTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""EnumTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""EnumTy -> getDecl"", ""=""]]]",/data/download/swift/apple_swift29_new.cpp,1674,90
Merge pull request #8533 from adrian-prantl/28311051,lib/IRGen/IRGenDebugInfo.cpp,-,"[""516638"", ""True"", ""ExpressionStatement"", ""L = getDebugLoc ( SM , Decl )""]","[[[""case TypeKind :: BoundGenericEnum""], [518488, ""True"", ""BaseTy -> getKind ( )"", ""Condition""]], [[], [518567, ""True"", ""! BaseTy"", ""Condition""]]]","[["""", [516649, ""True"", ""auto"", ""Statement""]], ["""", [516650, ""True"", ""* Decl = EnumTy -> getDecl ( )"", ""ExpressionStatement""]], ["""", [516661, ""True"", ""auto"", ""Statement""]], ["""", [516662, ""True"", """", ""ExpressionStatement""]]]","[[[""BaseTy -> getKind ( )"", ""TypeKind :: BoundGenericEnum"", ""==""]], [[""!"", ""TypeBase *"", null]], [[""*"", ""Decl"", null, ""EnumTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""EnumTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""EnumTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""EnumTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""EnumTy -> getDecl"", ""=""]]]",/data/download/swift/apple_swift29_old.cpp,1683,90
Merge pull request #8533 from adrian-prantl/28311051,lib/IRGen/IRGenDebugInfo.cpp,+,"[""504843"", ""True"", ""ExpressionStatement"", ""L = getDebugLoc ( * this , Decl )""]","[[[""case TypeKind :: BoundGenericEnum""], [506715, ""True"", ""BaseTy -> getKind ( )"", ""Condition""]], [[], [506794, ""True"", ""! BaseTy"", ""Condition""]]]","[["""", [504856, ""True"", ""auto"", ""Statement""]], ["""", [504857, ""True"", ""* Decl = EnumTy -> getDecl ( )"", ""ExpressionStatement""]], ["""", [504868, ""True"", ""auto"", ""Statement""]], ["""", [504869, ""True"", """", ""ExpressionStatement""]]]","[[[""BaseTy -> getKind ( )"", ""TypeKind :: BoundGenericEnum"", ""==""]], [[""!"", ""TypeBase *"", null]], [[""*"", ""Decl"", null, ""EnumTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""EnumTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""EnumTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""EnumTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""EnumTy -> getDecl"", ""=""]]]",/data/download/swift/apple_swift29_new.cpp,1687,90
Merge pull request #8533 from adrian-prantl/28311051,lib/IRGen/IRGenDebugInfo.cpp,-,"[""516431"", ""True"", ""ExpressionStatement"", ""L = getDebugLoc ( SM , DbgTy . getDecl ( ) )""]","[[[""case TypeKind :: WeakStorage"", ""case TypeKind :: UnmanagedStorage"", ""case TypeKind :: UnownedStorage""], [518488, ""True"", ""BaseTy -> getKind ( )"", ""Condition""]], [[], [518567, ""True"", ""! BaseTy"", ""Condition""]]]","[["""", [516447, ""True"", ""auto"", ""Statement""]], ["""", [516448, ""True"", ""CanTy = ReferenceTy -> getReferentType ( )"", ""ExpressionStatement""]], ["""", [516457, ""True"", ""auto"", ""Statement""]], ["""", [516458, ""True"", ""* ReferenceTy = cast < ReferenceStorageType > ( BaseTy )"", ""ExpressionStatement""]]]","[[[null]], [[""!"", ""TypeBase *"", null]], [[""CanTy"", ""ReferenceTy -> getReferentType"", ""=""]], [[""CanTy"", ""ReferenceTy -> getReferentType"", ""=""]], [[""CanTy"", ""ReferenceTy -> getReferentType"", ""=""]], [[""*"", ""ReferenceTy"", null, ""cast"", ""ReferenceStorageType"", ""TypeBase *"", "">"", ""<"", ""=""]], [[""*"", ""ReferenceTy"", null, ""cast"", ""ReferenceStorageType"", ""TypeBase *"", "">"", ""<"", ""=""]], [[""*"", ""ReferenceTy"", null, ""cast"", ""ReferenceStorageType"", ""TypeBase *"", "">"", ""<"", ""=""]], [[""*"", ""ReferenceTy"", null, ""cast"", ""ReferenceStorageType"", ""TypeBase *"", "">"", ""<"", ""=""]], [[""*"", ""ReferenceTy"", null, ""cast"", ""ReferenceStorageType"", ""TypeBase *"", "">"", ""<"", ""=""]], [[""*"", ""ReferenceTy"", null, ""cast"", ""ReferenceStorageType"", ""TypeBase *"", "">"", ""<"", ""=""]], [[""*"", ""ReferenceTy"", null, ""cast"", ""ReferenceStorageType"", ""TypeBase *"", "">"", ""<"", ""=""]], [[""*"", ""ReferenceTy"", null, ""cast"", ""ReferenceStorageType"", ""TypeBase *"", "">"", ""<"", ""=""]], [[""*"", ""ReferenceTy"", null, ""cast"", ""ReferenceStorageType"", ""TypeBase *"", "">"", ""<"", ""=""]]]",/data/download/swift/apple_swift29_old.cpp,1712,83
Merge pull request #8533 from adrian-prantl/28311051,lib/IRGen/IRGenDebugInfo.cpp,+,"[""504634"", ""True"", ""ExpressionStatement"", ""L = getDebugLoc ( * this , DbgTy . getDecl ( ) )""]","[[[""case TypeKind :: WeakStorage"", ""case TypeKind :: UnmanagedStorage"", ""case TypeKind :: UnownedStorage""], [506715, ""True"", ""BaseTy -> getKind ( )"", ""Condition""]], [[], [506794, ""True"", ""! BaseTy"", ""Condition""]]]","[["""", [504652, ""True"", ""auto"", ""Statement""]], ["""", [504653, ""True"", ""CanTy = ReferenceTy -> getReferentType ( )"", ""ExpressionStatement""]], ["""", [504662, ""True"", ""auto"", ""Statement""]], ["""", [504663, ""True"", ""* ReferenceTy = cast < ReferenceStorageType > ( BaseTy )"", ""ExpressionStatement""]]]","[[[null]], [[""!"", ""TypeBase *"", null]], [[""CanTy"", ""ReferenceTy -> getReferentType"", ""=""]], [[""CanTy"", ""ReferenceTy -> getReferentType"", ""=""]], [[""CanTy"", ""ReferenceTy -> getReferentType"", ""=""]], [[""*"", ""ReferenceTy"", null, ""cast"", ""ReferenceStorageType"", ""TypeBase *"", "">"", ""<"", ""=""]], [[""*"", ""ReferenceTy"", null, ""cast"", ""ReferenceStorageType"", ""TypeBase *"", "">"", ""<"", ""=""]], [[""*"", ""ReferenceTy"", null, ""cast"", ""ReferenceStorageType"", ""TypeBase *"", "">"", ""<"", ""=""]], [[""*"", ""ReferenceTy"", null, ""cast"", ""ReferenceStorageType"", ""TypeBase *"", "">"", ""<"", ""=""]], [[""*"", ""ReferenceTy"", null, ""cast"", ""ReferenceStorageType"", ""TypeBase *"", "">"", ""<"", ""=""]], [[""*"", ""ReferenceTy"", null, ""cast"", ""ReferenceStorageType"", ""TypeBase *"", "">"", ""<"", ""=""]], [[""*"", ""ReferenceTy"", null, ""cast"", ""ReferenceStorageType"", ""TypeBase *"", "">"", ""<"", ""=""]], [[""*"", ""ReferenceTy"", null, ""cast"", ""ReferenceStorageType"", ""TypeBase *"", "">"", ""<"", ""=""]], [[""*"", ""ReferenceTy"", null, ""cast"", ""ReferenceStorageType"", ""TypeBase *"", "">"", ""<"", ""=""]]]",/data/download/swift/apple_swift29_new.cpp,1716,83
Merge pull request #8533 from adrian-prantl/28311051,lib/IRGen/IRGenDebugInfo.cpp,-,"[""516355"", ""True"", ""ExpressionStatement"", ""L = getDebugLoc ( SM , Decl )""]","[[[""case TypeKind :: NameAlias""], [518488, ""True"", ""BaseTy -> getKind ( )"", ""Condition""]], [[], [518567, ""True"", ""! BaseTy"", ""Condition""]]]","[["""", [516366, ""True"", ""auto"", ""Statement""]], ["""", [516367, ""True"", ""* Decl = NameAliasTy -> getDecl ( )"", ""ExpressionStatement""]], ["""", [516378, ""True"", ""auto"", ""Statement""]], ["""", [516379, ""True"", ""* NameAliasTy = cast < NameAliasType > ( BaseTy )"", ""ExpressionStatement""]]]","[[[""BaseTy -> getKind ( )"", ""TypeKind :: NameAlias"", ""==""]], [[""!"", ""TypeBase *"", null]], [[""*"", ""Decl"", null, ""NameAliasTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""NameAliasTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""NameAliasTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""NameAliasTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""NameAliasTy -> getDecl"", ""=""]], [[""*"", ""NameAliasTy"", null, ""cast"", ""NameAliasType"", ""TypeBase *"", "">"", ""<"", ""=""]], [[""*"", ""NameAliasTy"", null, ""cast"", ""NameAliasType"", ""TypeBase *"", "">"", ""<"", ""=""]], [[""*"", ""NameAliasTy"", null, ""cast"", ""NameAliasType"", ""TypeBase *"", "">"", ""<"", ""=""]], [[""*"", ""NameAliasTy"", null, ""cast"", ""NameAliasType"", ""TypeBase *"", "">"", ""<"", ""=""]], [[""*"", ""NameAliasTy"", null, ""cast"", ""NameAliasType"", ""TypeBase *"", "">"", ""<"", ""=""]], [[""*"", ""NameAliasTy"", null, ""cast"", ""NameAliasType"", ""TypeBase *"", "">"", ""<"", ""=""]], [[""*"", ""NameAliasTy"", null, ""cast"", ""NameAliasType"", ""TypeBase *"", "">"", ""<"", ""=""]], [[""*"", ""NameAliasTy"", null, ""cast"", ""NameAliasType"", ""TypeBase *"", "">"", ""<"", ""=""]], [[""*"", ""NameAliasTy"", null, ""cast"", ""NameAliasType"", ""TypeBase *"", "">"", ""<"", ""=""]]]",/data/download/swift/apple_swift29_old.cpp,1724,32
Merge pull request #8533 from adrian-prantl/28311051,lib/IRGen/IRGenDebugInfo.cpp,+,"[""504556"", ""True"", ""ExpressionStatement"", ""L = getDebugLoc ( * this , Decl )""]","[[[""case TypeKind :: NameAlias""], [506715, ""True"", ""BaseTy -> getKind ( )"", ""Condition""]], [[], [506794, ""True"", ""! BaseTy"", ""Condition""]]]","[["""", [504569, ""True"", ""auto"", ""Statement""]], ["""", [504570, ""True"", ""* Decl = NameAliasTy -> getDecl ( )"", ""ExpressionStatement""]], ["""", [504581, ""True"", ""auto"", ""Statement""]], ["""", [504582, ""True"", ""* NameAliasTy = cast < NameAliasType > ( BaseTy )"", ""ExpressionStatement""]]]","[[[""BaseTy -> getKind ( )"", ""TypeKind :: NameAlias"", ""==""]], [[""!"", ""TypeBase *"", null]], [[""*"", ""Decl"", null, ""NameAliasTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""NameAliasTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""NameAliasTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""NameAliasTy -> getDecl"", ""=""]], [[""*"", ""Decl"", null, ""NameAliasTy -> getDecl"", ""=""]], [[""*"", ""NameAliasTy"", null, ""cast"", ""NameAliasType"", ""TypeBase *"", "">"", ""<"", ""=""]], [[""*"", ""NameAliasTy"", null, ""cast"", ""NameAliasType"", ""TypeBase *"", "">"", ""<"", ""=""]], [[""*"", ""NameAliasTy"", null, ""cast"", ""NameAliasType"", ""TypeBase *"", "">"", ""<"", ""=""]], [[""*"", ""NameAliasTy"", null, ""cast"", ""NameAliasType"", ""TypeBase *"", "">"", ""<"", ""=""]], [[""*"", ""NameAliasTy"", null, ""cast"", ""NameAliasType"", ""TypeBase *"", "">"", ""<"", ""=""]], [[""*"", ""NameAliasTy"", null, ""cast"", ""NameAliasType"", ""TypeBase *"", "">"", ""<"", ""=""]], [[""*"", ""NameAliasTy"", null, ""cast"", ""NameAliasType"", ""TypeBase *"", "">"", ""<"", ""=""]], [[""*"", ""NameAliasTy"", null, ""cast"", ""NameAliasType"", ""TypeBase *"", "">"", ""<"", ""=""]], [[""*"", ""NameAliasTy"", null, ""cast"", ""NameAliasType"", ""TypeBase *"", "">"", ""<"", ""=""]]]",/data/download/swift/apple_swift29_new.cpp,1728,32
Merge pull request #8533 from adrian-prantl/28311051,lib/SIL/SILDebugScope.cpp,+,"[""557844"", ""True"", ""Parameter"", ""SILFunction * SILFn""]",[],"[["""", [557847, ""True"", ""SILLocation Loc"", ""Parameter""]], ["""", [557873, ""True"", ""ENTRY"", ""CFGEntryNode""]]]","[[[null, ""Loc""]], [[null, ""Loc""]], [[""ENTRY""]]]",/data/download/swift/apple_swift30_new.cpp,25,89
Merge pull request #8533 from adrian-prantl/28311051,lib/SIL/SILDebugScope.cpp,+,"[""557858"", ""True"", ""ExpressionStatement"", ""assert ( SILFn && \""no parent provided\"" )""]","[[[], [557871, ""True"", ""ParentScope"", ""Condition""]]]","[["""", [557838, ""True"", ""const SILDebugScope * InlinedCallSite"", ""Parameter""]], ["""", [557841, ""True"", ""const SILDebugScope * ParentScope"", ""Parameter""]], ["""", [557844, ""True"", ""SILFunction * SILFn"", ""Parameter""]]]","[[[null]], [[null, ""InlinedCallSite""]], [[null, ""InlinedCallSite""]], [[null, ""ParentScope""]], [[null, ""ParentScope""]], [[null, ""SILFn""]], [[null, ""SILFn""]]]",/data/download/swift/apple_swift30_new.cpp,32,68
Merge pull request #8533 from adrian-prantl/28311051,lib/SIL/SILDebugScope.cpp,+,"[""557883"", ""True"", ""Parameter"", ""SILLocation Loc""]",[],"[["""", [557887, ""True"", ""ENTRY"", ""CFGEntryNode""]]]","[[[""ENTRY""]]]",/data/download/swift/apple_swift30_new.cpp,37,60
