sha,message,issue,file_name,old_file,new_file,patch_file,old_hunk_file,new_hunk_file,old_hunk_loc,new_hunk_loc,old_loc,new_loc,old_log,new_log,action_type,old_log_file,new_log_file,old_function_file,old_fucntion_loc,new_function_file,new_function_loc,old_ddg_feature,old_cdg_feature,new_ddg_codes,new_ddg_loc,edit_words,old_log_time,old_log_author,edit_feature,cluster
91e8d35ab8ec2d62478a42eff10af88713497fad,"Merge branch 'curl-upstream' into update-curl

Resolve conflicts by taking upstream side when possible and otherwise
integrating the changes from both sides.  Be carful in CMakeLists.txt
where the OPENSSL code block that we modified previously has moved, and
preserve our previous modifications in the new location.",[],Utilities/cmcurl/lib/http_digest.c,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_old_file_277.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_new_file_277.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_patch_277.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_hunk_682.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_new_hunk_682.cpp,435,141,549,-1,"tmp = aprintf(""%s, opaque=\""%s\"""", *allocuserpwd, d->opaque);",,7,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_old_log_565.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_new_log_565.cpp,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_old_function_565.cpp,253,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_new_function_565.cpp,-1,"[""string"", ""member"", ""member""]","[""member""]","set([u'allocuserpwd = & conn -> allocptr . userpwd', u'allocuserpwd = & conn -> allocptr . proxyuserpwd', u'bool proxy', u'result = Curl_sasl_create_digest_http_message ( data , userp , passwdp , request , path , digest , & response , & len )', u'char * response ;'])","set([9, 34, 27, 84, 1])","[['tmp', 'aprintf', '%s', 'opaque', '\\', '%s\\', '*allocuserpwd', 'd', 'opaque'], []]",2015-08-12T19:43:52,Brad King,15191539412821562420,418
91e8d35ab8ec2d62478a42eff10af88713497fad,"Merge branch 'curl-upstream' into update-curl

Resolve conflicts by taking upstream side when possible and otherwise
integrating the changes from both sides.  Be carful in CMakeLists.txt
where the OPENSSL code block that we modified previously has moved, and
preserve our previous modifications in the new location.",[],Utilities/cmcurl/lib/http_digest.c,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_old_file_277.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_new_file_277.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_patch_277.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_hunk_682.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_new_hunk_682.cpp,435,141,558,-1,"tmp = aprintf(""%s, algorithm=\""%s\"""", *allocuserpwd, d->algorithm);",,7,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_old_log_566.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_new_log_566.cpp,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_old_function_566.cpp,262,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_new_function_566.cpp,-1,"[""string"", ""member"", ""member""]","[""member""]","set([u'allocuserpwd = & conn -> allocptr . userpwd', u'allocuserpwd = & conn -> allocptr . proxyuserpwd', u'bool proxy', u'result = Curl_sasl_create_digest_http_message ( data , userp , passwdp , request , path , digest , & response , & len )', u'char * response ;'])","set([9, 34, 27, 84, 1])","[['tmp', 'aprintf', '%s', 'algorithm', '\\', '%s\\', '*allocuserpwd', 'd', 'algorithm'], []]",2015-08-12T19:43:52,Brad King,12553094990199559606,419
91e8d35ab8ec2d62478a42eff10af88713497fad,"Merge branch 'curl-upstream' into update-curl

Resolve conflicts by taking upstream side when possible and otherwise
integrating the changes from both sides.  Be carful in CMakeLists.txt
where the OPENSSL code block that we modified previously has moved, and
preserve our previous modifications in the new location.",[],Utilities/cmcurl/lib/http_digest.c,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_old_file_277.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_new_file_277.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_patch_277.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_hunk_682.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_new_hunk_682.cpp,435,141,438,146,,"path = (unsigned char *) aprintf(""%.*s"", urilen, uripath);",7,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_old_log_567.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_new_log_567.cpp,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_old_function_567.cpp,142,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_new_function_567.cpp,76,[],"[""member"", ""strchr_ret"", ""null"", ""!="", ""&&""]","set([u'const unsigned char * uripath', u'size_t urilen = tmp - ( char * ) uripath ;', u'authp = & data -> state . authproxy', u'authp = & data -> state . authhost'])","set([74, 3, 37, 30])","[[], ['path', 'unsigned', 'char', '*', 'aprintf', '%', '*s', 'urilen', 'uripath']]",2015-08-12T19:43:52,Brad King,-16964577715776506072,420
91e8d35ab8ec2d62478a42eff10af88713497fad,"Merge branch 'curl-upstream' into update-curl

Resolve conflicts by taking upstream side when possible and otherwise
integrating the changes from both sides.  Be carful in CMakeLists.txt
where the OPENSSL code block that we modified previously has moved, and
preserve our previous modifications in the new location.",[],Utilities/cmcurl/lib/http_negotiate.c,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_old_file_278.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_new_file_278.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_patch_278.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_hunk_683.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_new_hunk_683.cpp,22,22,60,-1,"snprintf(name, sizeof(name), ""%s@%s"", service, proxy ? conn->proxy.name :
           conn->host.name);",,7,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_old_log_568.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_new_log_568.cpp,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_old_function_568.cpp,13,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_new_function_568.cpp,-1,"[""char *"", ""unkown"", ""string"", ""const char *"", ""member""]","[""member"", ""unkown"", "">"", ""!""]","set([u'const unsigned char * uripath', u'size_t urilen = tmp - ( char * ) uripath ;', u'authp = & data -> state . authproxy', u'authp = & data -> state . authhost'])","set([74, 3, 37, 30])","[['snprintf', 'name', 'sizeof', 'name', '%s', '%s', 'service', 'proxy', 'conn', 'proxy', 'name', 'conn', 'host', 'name'], []]",2015-08-12T19:43:52,Brad King,8704418510416207794,421
91e8d35ab8ec2d62478a42eff10af88713497fad,"Merge branch 'curl-upstream' into update-curl

Resolve conflicts by taking upstream side when possible and otherwise
integrating the changes from both sides.  Be carful in CMakeLists.txt
where the OPENSSL code block that we modified previously has moved, and
preserve our previous modifications in the new location.",[],Utilities/cmcurl/lib/http_negotiate.c,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_old_file_278.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_new_file_278.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_patch_278.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_hunk_683.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_new_hunk_683.cpp,22,22,82,-1,"snprintf(buf, sizeof(buf), ""%s"", prefix);",,7,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_old_log_569.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_new_log_569.cpp,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_old_function_569.cpp,10,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_new_function_569.cpp,-1,"[""char *"", ""unkown"", ""string"", ""const char *""]",[],"set([u'const unsigned char * uripath', u'size_t urilen = tmp - ( char * ) uripath ;', u'authp = & data -> state . authproxy', u'authp = & data -> state . authhost'])","set([74, 3, 37, 30])","[['snprintf', 'buf', 'sizeof', 'buf', '%s', 'prefix'], []]",2015-08-12T19:43:52,Brad King,14289162229529384888,422
91e8d35ab8ec2d62478a42eff10af88713497fad,"Merge branch 'curl-upstream' into update-curl

Resolve conflicts by taking upstream side when possible and otherwise
integrating the changes from both sides.  Be carful in CMakeLists.txt
where the OPENSSL code block that we modified previously has moved, and
preserve our previous modifications in the new location.",[],Utilities/cmcurl/lib/http_negotiate.c,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_old_file_278.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_new_file_278.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_patch_278.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_hunk_683.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_new_hunk_683.cpp,22,22,92,-1,"snprintf(buf + len, sizeof(buf) - len,
                 "": %s"", (char*) status_string.value);",,7,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_old_log_570.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_new_log_570.cpp,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_old_function_570.cpp,20,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_new_function_570.cpp,-1,"[""char *"", ""strlen_ret"", ""string"", ""member""]","[""unkown"", ""strlen_ret"", "">""]","set([u'const unsigned char * uripath', u'size_t urilen = tmp - ( char * ) uripath ;', u'authp = & data -> state . authproxy', u'authp = & data -> state . authhost'])","set([74, 3, 37, 30])","[['snprintf', 'buf', 'len', 'sizeof', 'buf', 'len', '%s', 'char*', 'status_string', 'value'], []]",2015-08-12T19:43:52,Brad King,8585342237959506498,423
706542615828488a5ad197d0ef3dd5e42eb739c4,"curl 7.44.0 (reduced)

Extract upstream curl using the following shell code.

url=git://github.com/bagder/curl.git &&
v=7.44.0 &&
r=1a7f66a3 &&
paths=""
  CMake/*
  CMakeLists.txt
  COPYING
  include/curl/*.h
  include/curl/curlbuild.h.cmake
  lib/*.c
  lib/*.h
  lib/CMakeLists.txt
  lib/Makefile.inc
  lib/curl_config.h.cmake
  lib/libcurl.rc
  lib/vtls/*.c
  lib/vtls/*.h
"" &&
mkdir curl-$v-g$r-reduced &&
git clone $url curl-git &&
date=$(cd curl-git && git log -n 1 --format='%cd' $r) &&
(cd curl-git && git checkout $r &&
 git archive --format=tar $r -- $paths) |
(cd curl-$v-g$r-reduced && tar xv &&
 rm lib/config-*.h) &&
echo ""g$r date: $date""",[],lib/ftp.c,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_old_file_288.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_new_file_288.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_patch_288.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_hunk_699.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_new_hunk_699.cpp,1933,1967,1943,-1,"snprintf(ftpc->newhost, sizeof(ftpc->newhost), ""%s"",
                     conn->host.name);",,7,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_old_log_571.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_new_log_571.cpp,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_old_function_571.cpp,50,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_new_function_571.cpp,-1,"[""member"", ""member"", ""string"", ""member""]","[""member"", ""member"", ""macro"", ""=="", ""member"", ""macro"", ""=="", ""member"", ""macro"", ""=="", ""member"", ""macro"", ""=="", ""||"", ""||"", ""||"", ""||""]","set([u'const unsigned char * uripath', u'size_t urilen = tmp - ( char * ) uripath ;', u'authp = & data -> state . authproxy', u'authp = & data -> state . authhost'])","set([74, 3, 37, 30])","[['snprintf', 'ftpc', 'newhost', 'sizeof', 'ftpc', 'newhost', '%s', 'conn', 'host', 'name'], []]",2015-08-12T18:18:06,Brad King,4237709208395580589,528
706542615828488a5ad197d0ef3dd5e42eb739c4,"curl 7.44.0 (reduced)

Extract upstream curl using the following shell code.

url=git://github.com/bagder/curl.git &&
v=7.44.0 &&
r=1a7f66a3 &&
paths=""
  CMake/*
  CMakeLists.txt
  COPYING
  include/curl/*.h
  include/curl/curlbuild.h.cmake
  lib/*.c
  lib/*.h
  lib/CMakeLists.txt
  lib/Makefile.inc
  lib/curl_config.h.cmake
  lib/libcurl.rc
  lib/vtls/*.c
  lib/vtls/*.h
"" &&
mkdir curl-$v-g$r-reduced &&
git clone $url curl-git &&
date=$(cd curl-git && git log -n 1 --format='%cd' $r) &&
(cd curl-git && git checkout $r &&
 git archive --format=tar $r -- $paths) |
(cd curl-$v-g$r-reduced && tar xv &&
 rm lib/config-*.h) &&
echo ""g$r date: $date""",[],lib/ftp.c,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_old_file_288.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_new_file_288.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_patch_288.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_hunk_699.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_new_hunk_699.cpp,1933,1967,1947,-1,"snprintf(ftpc->newhost, NEWHOST_BUFSIZE, ""%s"", conn->ip_addr_str);",,7,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_old_log_572.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_new_log_572.cpp,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_old_function_572.cpp,54,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_new_function_572.cpp,-1,"[""member"", ""macro"", ""string"", ""member""]","[""member"", ""member"", ""macro"", ""=="", ""member"", ""macro"", ""=="", ""member"", ""macro"", ""=="", ""member"", ""macro"", ""=="", ""||"", ""||"", ""||"", ""||"", ""!""]","set([u'const unsigned char * uripath', u'size_t urilen = tmp - ( char * ) uripath ;', u'authp = & data -> state . authproxy', u'authp = & data -> state . authhost'])","set([74, 3, 37, 30])","[['snprintf', 'ftpc', 'newhost', 'NEWHOST_BUFSIZE', '%s', 'conn', 'ip_addr_str'], []]",2015-08-12T18:18:06,Brad King,-2458479027313200788,408
706542615828488a5ad197d0ef3dd5e42eb739c4,"curl 7.44.0 (reduced)

Extract upstream curl using the following shell code.

url=git://github.com/bagder/curl.git &&
v=7.44.0 &&
r=1a7f66a3 &&
paths=""
  CMake/*
  CMakeLists.txt
  COPYING
  include/curl/*.h
  include/curl/curlbuild.h.cmake
  lib/*.c
  lib/*.h
  lib/CMakeLists.txt
  lib/Makefile.inc
  lib/curl_config.h.cmake
  lib/libcurl.rc
  lib/vtls/*.c
  lib/vtls/*.h
"" &&
mkdir curl-$v-g$r-reduced &&
git clone $url curl-git &&
date=$(cd curl-git && git log -n 1 --format='%cd' $r) &&
(cd curl-git && git checkout $r &&
 git archive --format=tar $r -- $paths) |
(cd curl-$v-g$r-reduced && tar xv &&
 rm lib/config-*.h) &&
echo ""g$r date: $date""",[],lib/ftp.c,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_old_file_288.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_new_file_288.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_patch_288.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_hunk_700.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_new_hunk_700.cpp,1986,2010,2000,-1,"snprintf(ftpc->newhost, sizeof(ftpc->newhost), ""%s"", conn->host.name);",,7,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_old_log_573.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_new_log_573.cpp,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_old_function_573.cpp,107,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_new_function_573.cpp,-1,"[""member"", ""member"", ""string"", ""member""]","[""member"", ""member"", ""macro"", ""=="", ""member"", ""macro"", ""=="", ""member"", ""macro"", ""=="", ""member"", ""macro"", ""=="", ""||"", ""||"", ""||"", ""||""]","set([u'const unsigned char * uripath', u'size_t urilen = tmp - ( char * ) uripath ;', u'authp = & data -> state . authproxy', u'authp = & data -> state . authhost'])","set([74, 3, 37, 30])","[['snprintf', 'ftpc', 'newhost', 'sizeof', 'ftpc', 'newhost', '%s', 'conn', 'host', 'name'], []]",2015-08-12T18:18:06,Brad King,4237709208395580589,528
706542615828488a5ad197d0ef3dd5e42eb739c4,"curl 7.44.0 (reduced)

Extract upstream curl using the following shell code.

url=git://github.com/bagder/curl.git &&
v=7.44.0 &&
r=1a7f66a3 &&
paths=""
  CMake/*
  CMakeLists.txt
  COPYING
  include/curl/*.h
  include/curl/curlbuild.h.cmake
  lib/*.c
  lib/*.h
  lib/CMakeLists.txt
  lib/Makefile.inc
  lib/curl_config.h.cmake
  lib/libcurl.rc
  lib/vtls/*.c
  lib/vtls/*.h
"" &&
mkdir curl-$v-g$r-reduced &&
git clone $url curl-git &&
date=$(cd curl-git && git log -n 1 --format='%cd' $r) &&
(cd curl-git && git checkout $r &&
 git archive --format=tar $r -- $paths) |
(cd curl-$v-g$r-reduced && tar xv &&
 rm lib/config-*.h) &&
echo ""g$r date: $date""",[],lib/ftp.c,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_old_file_288.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_new_file_288.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_patch_288.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_hunk_700.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_new_hunk_700.cpp,1986,2010,2002,-1,"snprintf(ftpc->newhost, sizeof(ftpc->newhost), ""%s"",
                 conn->ip_addr_str);",,7,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_old_log_574.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_new_log_574.cpp,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_old_function_574.cpp,109,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_new_function_574.cpp,-1,"[""member"", ""member"", ""string"", ""member""]","[""member"", ""member"", ""macro"", ""=="", ""member"", ""macro"", ""=="", ""member"", ""macro"", ""=="", ""member"", ""macro"", ""=="", ""||"", ""||"", ""||"", ""||"", ""!""]","set([u'const unsigned char * uripath', u'size_t urilen = tmp - ( char * ) uripath ;', u'authp = & data -> state . authproxy', u'authp = & data -> state . authhost'])","set([74, 3, 37, 30])","[['snprintf', 'ftpc', 'newhost', 'sizeof', 'ftpc', 'newhost', '%s', 'conn', 'ip_addr_str'], []]",2015-08-12T18:18:06,Brad King,2531966516240612120,409
706542615828488a5ad197d0ef3dd5e42eb739c4,"curl 7.44.0 (reduced)

Extract upstream curl using the following shell code.

url=git://github.com/bagder/curl.git &&
v=7.44.0 &&
r=1a7f66a3 &&
paths=""
  CMake/*
  CMakeLists.txt
  COPYING
  include/curl/*.h
  include/curl/curlbuild.h.cmake
  lib/*.c
  lib/*.h
  lib/CMakeLists.txt
  lib/Makefile.inc
  lib/curl_config.h.cmake
  lib/libcurl.rc
  lib/vtls/*.c
  lib/vtls/*.h
"" &&
mkdir curl-$v-g$r-reduced &&
git clone $url curl-git &&
date=$(cd curl-git && git log -n 1 --format='%cd' $r) &&
(cd curl-git && git checkout $r &&
 git archive --format=tar $r -- $paths) |
(cd curl-$v-g$r-reduced && tar xv &&
 rm lib/config-*.h) &&
echo ""g$r date: $date""",[],lib/ftp.c,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_old_file_288.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_new_file_288.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_patch_288.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_hunk_700.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_new_hunk_700.cpp,1986,2010,2006,2020,"snprintf(ftpc->newhost, sizeof(ftpc->newhost),
               ""%d.%d.%d.%d"", ip[0], ip[1], ip[2], ip[3]);","ftpc->newhost = aprintf(""%d.%d.%d.%d"", ip[0], ip[1], ip[2], ip[3]);",3,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_old_log_575.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_new_log_575.cpp,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_old_function_575.cpp,113,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_new_function_575.cpp,96,"[""member"", ""member"", ""constant"", ""member"", ""member"", ""member"", ""member""]","[""member"", ""!""]","set([u'struct ftp_conn * ftpc = & conn -> proto . ftpc ;', u'int ip [ 4 ] ;', u'struct SessionHandle * data = conn -> data ;'])","set([3, 61, 5])","[['snprintf', 'sizeof', 'ftpc', 'newhost'], ['aprintf']]",2015-08-12T18:18:06,Brad King,5055081340454859011,410
706542615828488a5ad197d0ef3dd5e42eb739c4,"curl 7.44.0 (reduced)

Extract upstream curl using the following shell code.

url=git://github.com/bagder/curl.git &&
v=7.44.0 &&
r=1a7f66a3 &&
paths=""
  CMake/*
  CMakeLists.txt
  COPYING
  include/curl/*.h
  include/curl/curlbuild.h.cmake
  lib/*.c
  lib/*.h
  lib/CMakeLists.txt
  lib/Makefile.inc
  lib/curl_config.h.cmake
  lib/libcurl.rc
  lib/vtls/*.c
  lib/vtls/*.h
"" &&
mkdir curl-$v-g$r-reduced &&
git clone $url curl-git &&
date=$(cd curl-git && git log -n 1 --format='%cd' $r) &&
(cd curl-git && git checkout $r &&
 git archive --format=tar $r -- $paths) |
(cd curl-$v-g$r-reduced && tar xv &&
 rm lib/config-*.h) &&
echo ""g$r date: $date""",[],lib/http.c,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_old_file_289.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_new_file_289.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_patch_289.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_hunk_702.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_new_hunk_702.cpp,1958,1996,1960,1999,,"conn->allocptr.host = aprintf(""%s\r\n"", ptr);",3,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_old_log_576.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_new_log_576.cpp,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_old_function_576.cpp,247,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_new_function_576.cpp,251,[],"[""char *"", ""!"", ""!""]","set([u'conn -> allocptr . cookiehost = cookiehost', u'conn -> allocptr . accept_encoding = aprintf ( ""Accept-Encoding: %s\\r\\n"" , data -> set . str [ STRING_ENCODING ] )', u'ptr = Curl_checkheaders ( conn , ""Host:"" )', u'struct connectdata * conn', u'conn -> allocptr . ref = NULL', u'conn -> allocptr . ref = aprintf ( ""Referer: %s\\r\\n"" , data -> change . referer )'])","set([0, 129, 134, 144, 212, 246])","[[], ['conn', 'allocptr', 'host', 'aprintf', '%s\\r\\n', 'ptr']]",2015-08-12T18:18:06,Brad King,22665962818085581257,411
706542615828488a5ad197d0ef3dd5e42eb739c4,"curl 7.44.0 (reduced)

Extract upstream curl using the following shell code.

url=git://github.com/bagder/curl.git &&
v=7.44.0 &&
r=1a7f66a3 &&
paths=""
  CMake/*
  CMakeLists.txt
  COPYING
  include/curl/*.h
  include/curl/curlbuild.h.cmake
  lib/*.c
  lib/*.h
  lib/CMakeLists.txt
  lib/Makefile.inc
  lib/curl_config.h.cmake
  lib/libcurl.rc
  lib/vtls/*.c
  lib/vtls/*.h
"" &&
mkdir curl-$v-g$r-reduced &&
git clone $url curl-git &&
date=$(cd curl-git && git log -n 1 --format='%cd' $r) &&
(cd curl-git && git checkout $r &&
 git archive --format=tar $r -- $paths) |
(cd curl-$v-g$r-reduced && tar xv &&
 rm lib/config-*.h) &&
echo ""g$r date: $date""",[],lib/http.c,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_old_file_289.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_new_file_289.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_patch_289.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_hunk_703.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_new_hunk_703.cpp,2153,2198,2157,2201,"conn->allocptr.rangeline = aprintf(""Range: bytes=%s\r\n"",
                                         data->state.range);","conn->allocptr.rangeline = aprintf(""Range: bytes=%s\r\n"",
                                         data->state.range);",3,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_old_log_577.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_new_log_577.cpp,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_old_function_577.cpp,444,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_new_function_577.cpp,453,"[""string"", ""member""]","[""macro"", ""macro"", ""=="", ""macro"", ""macro"", ""=="", ""||"", ""Curl_checkheaders_ret"", ""!"", ""&&""]","set([u'conn -> allocptr . host = aprintf ( ""Host: %s%s%s:%hu\\r\\n"" , conn -> bits . ipv6_ip ? ""["" : """" , host , conn -> bits . ipv6_ip ? ""]"" : """" , conn -> remote_port )', u'struct SessionHandle * data = conn -> data ;', u'conn -> allocptr . host = NULL', u'data -> change . url_alloc = TRUE', u'Curl_HttpReq httpreq = data -> set . httpreq ;', u'data -> req . upload_chunky = TRUE', u'struct connectdata * conn', u'data -> state . first_host = strdup ( conn -> host . name )', u'data -> req . upload_chunky = FALSE', u'conn -> allocptr . host = aprintf ( ""Host: %s%s%s\\r\\n"" , conn -> bits . ipv6_ip ? ""["" : """" , host , conn -> bits . ipv6_ip ? ""]"" : """" )', u'httpreq = HTTPREQ_PUT', u'conn -> allocptr . host = aprintf ( ""%s\\r\\n"" , ptr )', u'data -> state . infilesize -= data -> state . resume_from', u'data -> req . upload_chunky = Curl_compareheader ( ptr , ""Transfer-Encoding:"" , ""chunked"" )', u'data -> state . resume_from = 0'])","set([0, 65, 2, 389, 257, 73, 202, 12, 322, 269, 433, 274, 193, 181, 251])","[[], []]",2015-08-12T18:18:06,Brad King,0,550
